ID,Case Number,Date,Block,IUCR,Primary Type,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude
2020860,HH211487,2/26/2002 23:50,006XX N AVERS AV,1821,NARCOTICS,TRUE,FALSE,1122,11,,,18,,,2002,8/17/2015 15:03,,
2020921,HH225660,2/5/2002 11:00,018XX W 95 ST,1120,DECEPTIVE PRACTICE,TRUE,FALSE,2221,22,,,10,,,2002,8/17/2015 15:03,,
2024041,HH234821,3/9/2002 12:50,100XX W OHARE FIELD,810,THEFT,FALSE,FALSE,1651,16,,,6,,,2002,8/17/2015 15:03,,
2024047,HH232397,3/3/2002 22:30,024XX E 103 ST,281,CRIM SEXUAL ASSAULT,FALSE,FALSE,434,4,,,2,,,2002,8/17/2015 15:03,,
2024395,HH226614,3/6/2002 21:54,036XX W 15 ST,1811,NARCOTICS,TRUE,FALSE,1011,10,,,18,,,2002,8/17/2015 15:03,,
2024474,HH234509,3/10/2002 23:30,011XX W 105 ST,051A,ASSAULT,FALSE,FALSE,2232,22,,,04A,,,2002,2/4/2016 6:33,,
2024564,HH230902,3/8/2002 12:30,009XX W WEED ST,460,BATTERY,FALSE,FALSE,1822,18,,,08B,,,2002,8/17/2015 15:03,,
2025258,HH236770,3/7/2002 1:30,007XX N CICERO AV,2820,OTHER OFFENSE,FALSE,TRUE,1111,11,,,26,,,2002,8/17/2015 15:03,,
2026140,HH233843,3/10/2002 16:00,006XX W MONROE ST,810,THEFT,FALSE,FALSE,111,1,,,6,,,2002,8/17/2015 15:03,,
2026498,HH229936,3/3/2002 15:19,064XX W DIVERSEY AV,1310,CRIMINAL DAMAGE,FALSE,FALSE,2512,25,,,14,,,2002,8/17/2015 15:03,,
2026989,HH237033,3/11/2002 16:00,069XX S SANGAMON ST,460,BATTERY,FALSE,FALSE,733,7,,,08B,,,2002,8/17/2015 15:03,,
2027509,HH231609,3/8/2002 22:00,013XX E 69 ST,430,BATTERY,FALSE,FALSE,321,3,,,04B,,,2002,8/17/2015 15:03,,
2028769,HH217637,3/2/2002 8:25,006XX N CHRISTIANA AV,1811,NARCOTICS,TRUE,FALSE,1121,11,,,18,,,2002,8/17/2015 15:03,,
2029706,HH240023,3/13/2002 16:42,037XX W 26 ST,460,BATTERY,FALSE,FALSE,1031,10,,,08B,,,2002,8/17/2015 15:03,,
2029884,HH235599,3/11/2002 14:41,0000X W ELM ST,820,THEFT,FALSE,FALSE,1824,18,,,6,,,2002,8/17/2015 15:03,,
2029906,HH237876,3/12/2002 15:40,030XX S ASHLAND AV,1320,CRIMINAL DAMAGE,FALSE,FALSE,923,9,,,14,,,2002,8/17/2015 15:03,,
2030284,HH240517,3/13/2002 20:10,032XX W CHICAGO AV,1310,CRIMINAL DAMAGE,FALSE,FALSE,1121,11,,,14,,,2002,8/17/2015 15:03,,
2030608,HH242546,3/13/2002 17:15,001XX S LAKE SHORE DR,560,ASSAULT,FALSE,FALSE,124,1,,,08A,,,2002,8/17/2015 15:03,,
2030665,HH242871,3/14/2002 8:30,039XX N AVONDALE AV,1320,CRIMINAL DAMAGE,FALSE,FALSE,1731,17,,,14,,,2002,8/17/2015 15:03,,
2030872,HH239765,3/10/2002 15:30,082XX S MACKINAW AV,3960,INTIMIDATION,FALSE,FALSE,424,4,,,26,,,2002,8/17/2015 15:03,,
2031103,HH233570,3/10/2002 13:56,006XX N CHRISTIANA AV,2092,NARCOTICS,TRUE,FALSE,1121,11,,,26,,,2002,8/17/2015 15:03,,
2032029,HH241215,2/13/2002 9:00,003XX E 51 ST,820,THEFT,FALSE,FALSE,234,2,,,6,,,2002,8/17/2015 15:03,,
2033533,HH246915,3/15/2002 13:00,004XX W ROSCOE ST,810,THEFT,FALSE,FALSE,2331,19,,,6,,,2002,8/17/2015 15:03,,
2032226,HH244827,3/14/2002 13:55,053XX S CORNELL AV,560,ASSAULT,FALSE,FALSE,2132,2,,,08A,,,2002,8/17/2015 15:03,,
2032285,HH245208,3/15/2002 15:30,047XX S KEELER AVE,910,MOTOR VEHICLE THEFT,FALSE,FALSE,815,8,23,57,7,,,2002,8/17/2015 15:03,,
2032289,HH245226,3/14/2002 22:10,075XX S HAMILTON AV,460,BATTERY,FALSE,TRUE,611,6,,,08B,,,2002,8/17/2015 15:03,,
2032408,HH237746,3/12/2002 14:50,024XX N HALSTED ST,1330,CRIMINAL TRESPASS,TRUE,FALSE,1933,19,,,26,,,2002,8/17/2015 15:03,,
2032511,HH244801,3/15/2002 18:59,035XX S SHIELDS AV,530,ASSAULT,FALSE,FALSE,925,9,,,04A,,,2002,8/17/2015 15:03,,
2032540,HH241056,3/13/2002 23:15,011XX E 67 ST,312,ROBBERY,FALSE,FALSE,321,3,,,3,,,2002,8/17/2015 15:03,,
2039205,HH239869,3/13/2002 15:20,052XX W MADISON ST,2027,NARCOTICS,TRUE,FALSE,1522,15,,,18,,,2002,8/17/2015 15:03,,
2032845,HH243201,3/15/2002 0:31,011XX N RUSH ST,041A,BATTERY,FALSE,FALSE,1824,18,,,04B,,,2002,8/17/2015 15:03,,
2034458,HH248458,3/17/2002 14:00,022XX W DIVERSEY AV,841,THEFT,FALSE,FALSE,1432,14,,,6,,,2002,8/17/2015 15:03,,
2034749,HH249282,3/17/2002 18:00,018XX S COLUMBUS DR,820,THEFT,FALSE,FALSE,133,1,,,6,,,2002,8/17/2015 15:03,,
2034807,HH247052,3/16/2002 21:20,075XX N GREENVIEW AV,340,ROBBERY,FALSE,FALSE,2422,24,,,3,,,2002,8/17/2015 15:03,,
2034994,HH248995,3/16/2002 21:00,006XX W 31 ST,291,CRIM SEXUAL ASSAULT,TRUE,FALSE,924,9,,,2,,,2002,8/17/2015 15:03,,
2035212,HH243034,3/14/2002 23:00,029XX N ASHLAND AV,1570,SEX OFFENSE,TRUE,FALSE,1931,19,,,17,,,2002,8/17/2015 15:03,,
2036761,HH231202,3/9/2002 2:50,002XX E 54 ST,2022,NARCOTICS,TRUE,FALSE,232,2,,,18,,,2002,8/17/2015 15:03,,
2035660,HH246303,3/15/2002 14:30,018XX W FARRAGUT AV,910,MOTOR VEHICLE THEFT,TRUE,FALSE,2012,20,,,7,,,2002,8/17/2015 15:03,,
2035754,HH249607,3/17/2002 10:00,028XX S DR MARTN LUTHR KING JR DR,841,THEFT,FALSE,FALSE,2122,2,,,6,,,2002,8/17/2015 15:03,,
2036774,HH232456,3/9/2002 18:05,001XX S CICERO AV,2026,NARCOTICS,TRUE,FALSE,1113,11,,,18,,,2002,8/17/2015 15:03,,
2037717,HH232761,3/9/2002 23:00,003XX E 35 ST,2110,NARCOTICS,TRUE,FALSE,2112,2,,,18,,,2002,8/17/2015 15:03,,
2038324,HH251853,3/18/2002 21:30,045XX N SHERIDAN RD,910,MOTOR VEHICLE THEFT,FALSE,FALSE,2313,19,46,3,7,,,2002,8/17/2015 15:03,,
2038362,HH252010,3/19/2002 12:15,075XX N WESTERN AV,820,THEFT,FALSE,FALSE,2411,24,,,6,,,2002,8/17/2015 15:03,,
2038674,HH251317,3/19/2002 2:35,028XX N MILWAUKEE AV,320,ROBBERY,FALSE,FALSE,1412,14,,,3,,,2002,8/17/2015 15:03,,
2039099,HH252338,3/19/2002 15:00,055XX W CHICAGO AV,1320,CRIMINAL DAMAGE,FALSE,FALSE,1524,15,,,14,,,2002,8/17/2015 15:03,,
2039361,HH240615,3/13/2002 21:05,006XX N ST LOUIS AV,2024,NARCOTICS,TRUE,FALSE,1121,11,,,18,,,2002,8/17/2015 15:03,,
2039383,HH251270,3/19/2002 1:41,007XX N AUSTIN AV,460,BATTERY,TRUE,TRUE,1511,15,,,08B,,,2002,8/17/2015 15:03,,
2039895,HH249487,3/18/2002 7:50,117XX S FRONT AV,1310,CRIMINAL DAMAGE,FALSE,FALSE,532,5,,,14,,,2002,8/17/2015 15:03,,
2039533,HH254186,3/20/2002 7:00,034XX W MELROSE ST,915,MOTOR VEHICLE THEFT,TRUE,FALSE,1732,17,,,7,,,2002,8/17/2015 15:03,,
2041490,HH250258,3/18/2002 15:31,019XX N MAGNOLIA AV,1811,NARCOTICS,TRUE,FALSE,1811,18,,,18,,,2002,8/17/2015 15:03,,
2040527,HH254991,3/20/2002 18:35,016XX W MONTROSE AV,820,THEFT,FALSE,FALSE,1922,19,,,6,,,2002,8/17/2015 15:03,,
2040509,HH255546,3/21/2002 0:55,0000X W 111 PL,530,ASSAULT,FALSE,TRUE,522,5,,,04A,,,2002,2/4/2016 6:33,,
2042740,HH254578,3/20/2002 15:47,0000X W 111 PL,460,BATTERY,FALSE,TRUE,522,5,,,08B,,,2002,2/4/2016 6:33,,
2040731,HH239866,3/13/2002 14:40,040XX W MAYPOLE AV,2014,NARCOTICS,TRUE,FALSE,1114,11,,,18,,,2002,8/17/2015 15:03,,
2041074,HH253553,3/20/2002 7:00,055XX S ELLIS AV,1350,CRIMINAL TRESPASS,TRUE,FALSE,2133,2,,,26,,,2002,8/17/2015 15:03,,
2041473,HH247638,3/17/2002 8:00,049XX S HALSTED ST,1506,PROSTITUTION,TRUE,FALSE,935,9,,,16,,,2002,8/17/2015 15:03,,
11035405,JA369056,7/29/2017 20:40,022XX S KENNETH AVE,486,BATTERY,FALSE,TRUE,1013,10,22,29,08B,1147102,1888742,2017,8/5/2017 15:50,41.85067264,-87.73559695
2041830,HH251890,3/19/2002 11:52,026XX N CICERO AV,610,BURGLARY,FALSE,FALSE,2521,25,,,5,,,2002,8/17/2015 15:03,,
2042861,HH246147,3/16/2002 11:05,040XX W MAYPOLE AV,2014,NARCOTICS,TRUE,FALSE,1114,11,,,18,,,2002,8/17/2015 15:03,,
2043036,HH255111,3/20/2002 19:15,005XX N MICHIGAN AV,820,THEFT,TRUE,FALSE,1834,18,,,6,,,2002,8/17/2015 15:03,,
2043772,HH259063,3/22/2002 19:18,055XX W GRAND AV,2850,PUBLIC PEACE VIOLATION,FALSE,FALSE,2515,25,,,26,,,2002,8/17/2015 15:03,,
2044331,HH259129,3/22/2002 19:20,003XX E ILLINOIS ST,820,THEFT,TRUE,FALSE,1834,18,,,6,,,2002,8/17/2015 15:03,,
2044857,HH260777,3/17/2002 20:40,012XX E 89 ST,910,MOTOR VEHICLE THEFT,FALSE,FALSE,412,4,,,7,,,2002,8/17/2015 15:03,,
2101834,HH333736,4/27/2002 2:57,093XX S CHAPPEL AVE,420,BATTERY,TRUE,FALSE,413,4,8,48,04B,,,2002,8/17/2015 15:03,,
2102141,HH334973,4/27/2002 1:00,010XX N OAKLEY BLVD,810,THEFT,FALSE,FALSE,1312,12,1,24,6,,,2002,8/17/2015 15:03,,
2046679,HH263564,3/22/2002 9:30,048XX N ALBANY AVE,910,MOTOR VEHICLE THEFT,FALSE,FALSE,1713,17,33,14,7,,,2002,8/17/2015 15:03,,
2046846,HH253893,3/20/2002 11:10,014XX W 13 ST,2027,NARCOTICS,TRUE,FALSE,1231,12,,,18,,,2002,8/17/2015 15:03,,
11035406,JA369122,7/29/2017 20:00,009XX E 44TH ST,1320,CRIMINAL DAMAGE,FALSE,FALSE,222,2,4,39,14,1183304,1876034,2017,8/5/2017 15:50,41.81503272,-87.60312608
2047619,HH252339,3/19/2002 15:02,001XX S CALIFORNIA AV,460,BATTERY,TRUE,TRUE,1124,11,,,08B,,,2002,8/17/2015 15:03,,
2047742,HH264834,3/19/2002 22:00,006XX W WILLOW ST,820,THEFT,FALSE,FALSE,1813,18,,,6,,,2002,8/17/2015 15:03,,
2047833,HH264991,3/25/2002 7:30,004XX S KEDZIE AV,810,THEFT,FALSE,FALSE,1134,11,,,6,,,2002,8/17/2015 15:03,,
2048178,HH258500,3/22/2002 15:02,055XX N KENMORE AV,2027,NARCOTICS,TRUE,FALSE,2023,20,,,18,,,2002,8/17/2015 15:03,,
2048316,HH253161,3/19/2002 20:50,048XX W 44 PL,2093,NARCOTICS,TRUE,FALSE,814,8,,,26,,,2002,8/17/2015 15:03,,
2052124,HH261007,3/23/2002 19:05,064XX W DIVERSEY AV,460,BATTERY,TRUE,FALSE,2512,25,,,08B,,,2002,8/17/2015 15:03,,
2052487,HH268792,3/27/2002 15:30,010XX N CAMBRIDGE AV,460,BATTERY,FALSE,FALSE,1823,18,,,08B,,,2002,8/17/2015 15:03,,
2050292,HH266883,3/26/2002 17:35,003XX E ILLINOIS ST,820,THEFT,TRUE,FALSE,1834,18,,,6,,,2002,8/17/2015 15:03,,
2050739,HH264373,3/15/2002 23:00,020XX W NORTH AV,3800,INTERFERENCE WITH PUBLIC OFFICER,FALSE,FALSE,1434,14,,,26,,,2002,8/17/2015 15:03,,
2052264,HH267407,3/26/2002 22:05,015XX W ASHLAND AV,1320,CRIMINAL DAMAGE,TRUE,FALSE,1211,12,,,14,,,2002,8/17/2015 15:03,,
2052270,HH270275,3/28/2002 2:00,024XX N SPAULDING AVE,910,MOTOR VEHICLE THEFT,FALSE,FALSE,1413,14,35,22,7,,,2002,8/17/2015 15:03,,
2053138,HH271083,3/28/2002 16:54,013XX W WALTON ST,2820,OTHER OFFENSE,FALSE,FALSE,1323,12,,,26,,,2002,8/17/2015 15:03,,
2053323,HH257705,3/22/2002 5:15,014XX W NORTH AV,1506,PROSTITUTION,TRUE,FALSE,1433,14,,,16,,,2002,8/17/2015 15:03,,
2053767,HH250892,3/18/2002 19:45,046XX W MADISON ST,1506,PROSTITUTION,TRUE,FALSE,1113,11,,,16,,,2002,8/17/2015 15:03,,
11035408,JA369086,7/29/2017 17:30,052XX W ALTGELD ST,1310,CRIMINAL DAMAGE,FALSE,FALSE,2515,25,31,19,14,1140935,1916131,2017,8/5/2017 15:50,41.925947,-87.75755684
2054972,HH267261,3/26/2002 12:00,058XX W IRVING PARK RD,1130,DECEPTIVE PRACTICE,FALSE,FALSE,1624,16,,,11,,,2002,8/17/2015 15:03,,
2055878,HH276391,3/31/2002 6:37,005XX N STATE ST,810,THEFT,FALSE,FALSE,1834,18,,,6,,,2002,8/17/2015 15:03,,
2056070,HH265805,3/26/2002 8:41,037XX S CAMPBELL AV,930,MOTOR VEHICLE THEFT,FALSE,FALSE,913,9,,,7,,,2002,8/17/2015 15:03,,
2059251,HH280061,4/1/2002 23:00,054XX S HOYNE AV,910,MOTOR VEHICLE THEFT,FALSE,FALSE,915,9,,,7,,,2002,8/17/2015 15:03,,
11035411,JA369108,7/29/2017 20:00,008XX W RANDOLPH ST,890,THEFT,FALSE,FALSE,1224,12,27,28,6,1170810,1901167,2017,8/5/2017 15:50,41.88428197,-87.64822014
2057108,HH276009,3/30/2002 23:45,061XX N CLARK ST,1320,CRIMINAL DAMAGE,FALSE,FALSE,2433,24,,,14,,,2002,8/17/2015 15:03,,
2058317,HH274790,3/30/2002 11:37,012XX S LAKE SHORE DR,1330,CRIMINAL TRESPASS,TRUE,FALSE,133,1,,,26,,,2002,8/17/2015 15:03,,
2059374,HH278853,4/1/2002 14:00,064XX W DIVERSEY AV,810,THEFT,FALSE,FALSE,2512,25,,,6,,,2002,8/17/2015 15:03,,
2059492,HH274193,3/30/2002 2:48,058XX S STEWART AV,1811,NARCOTICS,TRUE,FALSE,711,7,,,18,,,2002,8/17/2015 15:03,,
2059888,HH276771,3/31/2002 10:50,006XX W 15 ST,5002,OTHER OFFENSE,TRUE,FALSE,131,1,,,26,,,2002,8/17/2015 15:03,,
2059910,HH276713,3/31/2002 11:06,002XX W VAN BUREN ST,1210,DECEPTIVE PRACTICE,TRUE,FALSE,131,1,,,11,,,2002,8/17/2015 15:03,,
2060446,HH281045,4/1/2002 9:30,059XX N BROADWAY,820,THEFT,FALSE,FALSE,2013,20,,,6,,,2002,8/17/2015 15:03,,
2060502,HH281393,4/2/2002 9:00,086XX S PULASKI RD,820,THEFT,FALSE,FALSE,834,8,,,6,,,2002,8/17/2015 15:03,,
2060658,HH279967,4/1/2002 5:44,025XX S ARCHER AV,1310,CRIMINAL DAMAGE,FALSE,FALSE,923,9,,,14,,,2002,8/17/2015 15:03,,
2061525,HH274139,3/30/2002 1:00,049XX N MARINE DR,560,ASSAULT,FALSE,FALSE,2024,20,,,08A,,,2002,8/17/2015 15:03,,
2061537,HH280877,4/2/2002 12:30,053XX W LEXINGTON ST,820,THEFT,FALSE,FALSE,1522,15,,,6,,,2002,8/17/2015 15:03,,
2061672,HH274878,3/30/2002 12:30,063XX S WOODLAWN AV,1320,CRIMINAL DAMAGE,TRUE,FALSE,314,3,,,14,,,2002,8/17/2015 15:03,,
2061731,HH281341,4/2/2002 16:51,014XX N KINGSBURY ST,810,THEFT,FALSE,FALSE,1822,18,,,6,,,2002,8/17/2015 15:03,,
2062244,HH242872,3/14/2002 19:10,059XX W MADISON ST,2210,LIQUOR LAW VIOLATION,TRUE,FALSE,1513,15,,,22,,,2002,8/17/2015 15:03,,
2062254,HH273756,3/29/2002 21:03,016XX W 75 ST,910,MOTOR VEHICLE THEFT,FALSE,FALSE,612,6,,,7,,,2002,8/17/2015 15:03,,
2062923,HH257277,3/21/2002 19:00,073XX S CHICAGO SKYWAY,2024,NARCOTICS,TRUE,FALSE,323,3,,,18,,,2002,8/17/2015 15:03,,
2063308,HH227030,3/7/2002 8:00,002XX N ASHLAND AV,810,THEFT,FALSE,FALSE,1333,12,,,6,,,2002,8/17/2015 15:03,,
2063577,HH284626,4/4/2002 0:00,005XX W SURF ST,810,THEFT,FALSE,FALSE,2333,19,,,6,,,2002,8/17/2015 15:03,,
2064079,HH276921,3/31/2002 14:18,055XX S SHIELDS AV,1812,NARCOTICS,TRUE,FALSE,711,7,,,18,,,2002,8/17/2015 15:03,,
2064370,HH285537,4/4/2002 6:30,0000X E 8 ST,810,THEFT,FALSE,FALSE,132,1,,,6,,,2002,8/17/2015 15:03,,
2065130,HH273871,3/29/2002 22:29,019XX S WABASH AV,2111,NARCOTICS,TRUE,FALSE,132,1,,,26,,,2002,8/17/2015 15:03,,
2065145,HH284768,4/4/2002 10:30,054XX S HALSTED ST,810,THEFT,FALSE,FALSE,934,9,,,6,,,2002,8/17/2015 15:03,,
2067151,HH289443,4/6/2002 12:30,018XX W DICKENS AV,810,THEFT,FALSE,FALSE,1432,14,,,6,,,2002,8/17/2015 15:03,,
2069508,HH291385,4/7/2002 13:51,009XX W NORTH AV,460,BATTERY,FALSE,FALSE,1822,18,,,08B,,,2002,8/17/2015 15:03,,
2073431,HH281183,4/2/2002 15:15,037XX W CHICAGO AV,2014,NARCOTICS,TRUE,FALSE,1112,11,,,18,,,2002,8/17/2015 15:03,,
2068903,HH279933,4/1/2002 22:30,030XX W MADISON ST,2024,NARCOTICS,TRUE,FALSE,1124,11,,,18,,,2002,8/17/2015 15:03,,
2069485,HH289119,4/6/2002 10:15,014XX W WEBSTER AV,460,BATTERY,FALSE,FALSE,1811,18,,,08B,,,2002,8/17/2015 15:03,,
2069779,HH285411,4/4/2002 15:30,051XX N KENMORE AV,460,BATTERY,FALSE,FALSE,2024,20,,,08B,,,2002,8/17/2015 15:03,,
2070289,HH293978,4/8/2002 17:15,007XX W MONTROSE AV,460,BATTERY,FALSE,FALSE,2323,19,,,08B,,,2002,8/17/2015 15:03,,
2070447,HH283774,4/3/2002 19:30,005XX W OAK ST,2090,NARCOTICS,TRUE,FALSE,1823,18,,,18,,,2002,8/17/2015 15:03,,
2070502,HH283862,4/3/2002 20:35,004XX W CONGRESS PW,2027,NARCOTICS,TRUE,FALSE,131,1,,,18,,,2002,8/17/2015 15:03,,
2070700,HH285127,4/4/2002 13:45,036XX W OHIO ST,2024,NARCOTICS,TRUE,FALSE,1122,11,,,18,,,2002,8/17/2015 15:03,,
2070846,HH291977,4/7/2002 18:00,006XX W 65 ST,1320,CRIMINAL DAMAGE,FALSE,TRUE,723,7,,,14,,,2002,8/17/2015 15:03,,
2070931,HH295223,4/7/2002 11:00,010XX W BRYN MAWR AV,330,ROBBERY,FALSE,FALSE,2022,20,,,3,,,2002,8/17/2015 15:03,,
2071187,HH290730,4/6/2002 21:45,075XX S COTTAGE GROVE,910,MOTOR VEHICLE THEFT,TRUE,FALSE,624,6,,,7,,,2002,8/17/2015 15:03,,
2072082,HH296986,4/10/2002 0:01,039XX W OGDEN AV,460,BATTERY,FALSE,TRUE,1013,10,,,08B,,,2002,8/17/2015 15:03,,
2072396,HH297163,4/10/2002 5:30,009XX W FULTON ST,430,BATTERY,FALSE,FALSE,1212,12,,,04B,,,2002,8/17/2015 15:03,,
2073143,HH269477,3/27/2002 20:45,001XX S KILDARE AV,1811,NARCOTICS,TRUE,FALSE,1115,11,,,18,,,2002,8/17/2015 15:03,,
2074064,HH296951,4/9/2002 22:30,034XX N AVONDALE AVE,910,MOTOR VEHICLE THEFT,TRUE,FALSE,1732,17,35,21,7,,,2002,8/17/2015 15:03,,
2074545,HH295976,3/27/2002 8:00,047XX W IRVING PARK RD,1120,DECEPTIVE PRACTICE,FALSE,FALSE,1731,17,,,10,,,2002,8/17/2015 15:03,,
2075399,HH287989,4/5/2002 19:30,050XX W CONCORD PL,1811,NARCOTICS,TRUE,FALSE,2533,25,,,18,,,2002,8/17/2015 15:03,,
2076384,HH300890,4/11/2002 9:15,009XX W 103 ST,460,BATTERY,FALSE,FALSE,2232,22,,,08B,,,2002,8/17/2015 15:03,,
2076609,HH302038,4/11/2002 20:00,015XX W HOWARD ST,820,THEFT,FALSE,FALSE,2422,24,,,6,,,2002,8/17/2015 15:03,,
2077498,HH292886,4/8/2002 10:07,009XX N LARRABEE ST,1506,PROSTITUTION,TRUE,FALSE,1822,18,,,16,,,2002,8/17/2015 15:03,,
2077080,HH300534,4/11/2002 16:00,053XX S INGLESIDE AV,460,BATTERY,FALSE,FALSE,2131,2,,,08B,,,2002,8/17/2015 15:03,,
2077423,HH298909,4/10/2002 21:10,009XX N CLARK ST,1310,CRIMINAL DAMAGE,TRUE,FALSE,1832,18,,,14,,,2002,8/17/2015 15:03,,
2077473,HH301839,4/12/2002 3:55,015XX S JEFFERSON ST,1310,CRIMINAL DAMAGE,FALSE,FALSE,131,1,,,14,,,2002,8/17/2015 15:03,,
2077670,HH302119,4/12/2002 7:45,002XX S LAKE SHORE DR,460,BATTERY,FALSE,TRUE,124,1,,,08B,,,2002,8/17/2015 15:03,,
2077714,HH296206,4/9/2002 17:24,036XX W GARFIELD SQ DR,620,BURGLARY,FALSE,FALSE,1122,11,,,5,,,2002,8/17/2015 15:03,,
2078271,HH299414,4/11/2002 3:00,068XX S EVANS AV,313,ROBBERY,FALSE,FALSE,321,3,,,3,,,2002,8/17/2015 15:03,,
2101941,HH332564,4/26/2002 15:40,111XX S VERNON AVE,460,BATTERY,FALSE,FALSE,531,5,9,49,08B,,,2002,8/17/2015 15:03,,
2078358,HH300173,4/11/2002 8:00,025XX W 60 ST,560,ASSAULT,FALSE,TRUE,824,8,,,08A,,,2002,8/17/2015 15:03,,
2079128,HH305268,4/13/2002 17:00,014XX W DIVISION ST,1320,CRIMINAL DAMAGE,FALSE,FALSE,1323,12,,,14,,,2002,8/17/2015 15:03,,
2079241,HH304177,4/13/2002 8:25,009XX S LAFLIN ST,460,BATTERY,TRUE,FALSE,1213,12,,,08B,,,2002,8/17/2015 15:03,,
2079277,HH306080,4/14/2002 3:00,003XX S DESPLAINES ST,1320,CRIMINAL DAMAGE,FALSE,FALSE,111,1,,,14,,,2002,8/17/2015 15:03,,
2079726,HH294447,4/8/2002 19:55,021XX S INDIANA AV,031A,ROBBERY,TRUE,FALSE,2111,2,,,3,,,2002,8/17/2015 15:03,,
2079856,HH301841,4/12/2002 6:00,018XX N MARSHFIELD AV,1563,SEX OFFENSE,FALSE,FALSE,1433,14,,,17,,,2002,8/17/2015 15:03,,
2085321,HH304110,4/13/2002 7:45,017XX W 83 ST,2027,NARCOTICS,TRUE,FALSE,614,6,,,18,,,2002,8/17/2015 15:03,,
2080221,HH307001,4/14/2002 16:55,006XX W 77 ST,2820,OTHER OFFENSE,FALSE,FALSE,621,6,,,26,,,2002,8/17/2015 15:03,,
2080244,HH306795,4/14/2002 15:20,058XX S WOOD ST,460,BATTERY,FALSE,FALSE,715,7,,,08B,,,2002,8/17/2015 15:03,,
2080308,HH307251,4/14/2002 9:00,0000X W 87 ST,840,THEFT,FALSE,FALSE,622,6,,,6,,,2002,8/17/2015 15:03,,
2080378,HH307810,4/15/2002 1:28,048XX N LAWRENCE AV LSD,430,BATTERY,FALSE,FALSE,2024,20,,,04B,,,2002,8/17/2015 15:03,,
2080388,HH307966,4/13/2002 16:00,034XX N ADDISON ST JFK,810,THEFT,FALSE,FALSE,1732,17,,,6,,,2002,8/17/2015 15:03,,
2080893,HH298014,4/10/2002 14:40,008XX W 65 ST,1811,NARCOTICS,TRUE,FALSE,723,7,,,18,,,2002,8/17/2015 15:03,,
2081384,HH304869,4/13/2002 13:35,047XX W 79 ST,820,THEFT,FALSE,FALSE,834,8,,,6,,,2002,8/17/2015 15:03,,
2081423,HH306389,4/14/2002 11:10,050XX W WASHINGTON BL,1320,CRIMINAL DAMAGE,FALSE,FALSE,1532,15,,,14,,,2002,8/17/2015 15:03,,
2081610,HH296570,4/9/2002 20:25,032XX W HURON ST,2027,NARCOTICS,TRUE,FALSE,1121,11,,,18,,,2002,8/17/2015 15:03,,
2082044,HH309274,4/12/2002 19:00,003XX W OAKDALE AV,820,THEFT,FALSE,FALSE,2333,19,,,6,,,2002,8/17/2015 15:03,,
2081753,HH299103,4/10/2002 22:20,017XX S LOOMIS ST,1513,PROSTITUTION,TRUE,FALSE,1222,12,,,16,,,2002,8/17/2015 15:03,,
2081802,HH295700,4/9/2002 13:50,037XX W THOMAS ST,460,BATTERY,FALSE,FALSE,1112,11,,,08B,,,2002,8/17/2015 15:03,,
2082074,HH302098,4/12/2002 8:06,003XX E 56 ST,291,CRIM SEXUAL ASSAULT,FALSE,FALSE,234,2,,,2,,,2002,8/17/2015 15:03,,
2083052,HH308591,4/15/2002 11:20,001XX W ERIE ST,850,THEFT,TRUE,FALSE,1832,18,,,6,,,2002,8/17/2015 15:03,,
2082655,HH303950,4/13/2002 4:04,051XX S KING DR,1811,NARCOTICS,TRUE,FALSE,234,2,,,18,,,2002,8/17/2015 15:03,,
2082675,HH301164,4/11/2002 20:30,018XX S WABASH AV,2111,NARCOTICS,TRUE,FALSE,132,1,,,26,,,2002,8/17/2015 15:03,,
2083215,HH310710,4/15/2002 23:00,027XX S PRAIRIE AV,810,THEFT,FALSE,FALSE,2112,2,,,6,,,2002,8/17/2015 15:03,,
2084148,HH309258,4/15/2002 17:24,013XX N WASHTENAW AV,430,BATTERY,FALSE,TRUE,1423,14,,,04B,,,2002,8/17/2015 15:03,,
2084628,HH311627,4/16/2002 18:30,031XX S LAKE SHORE DR,051A,ASSAULT,FALSE,FALSE,2122,2,,,04A,,,2002,8/17/2015 15:03,,
2141240,HH384344,5/20/2002 13:20,008XX W WISCONSIN ST,920,MOTOR VEHICLE THEFT,TRUE,FALSE,1813,18,43,7,7,,,2002,8/17/2015 15:03,,
2085575,HH313659,4/17/2002 16:00,034XX W 76 ST,1310,CRIMINAL DAMAGE,FALSE,FALSE,835,8,,,14,,,2002,8/17/2015 15:03,,
2085652,HH314009,4/17/2002 17:00,052XX N LAKE SHORE DR,810,THEFT,FALSE,FALSE,2023,20,,,6,,,2002,8/17/2015 15:03,,
2085738,HH313218,4/17/2002 13:36,005XX N WESTERN AV,820,THEFT,FALSE,FALSE,1313,12,,,6,,,2002,8/17/2015 15:03,,
2085787,HH313133,4/17/2002 12:55,075XX S SAGINAW AV,320,ROBBERY,FALSE,FALSE,421,4,,,3,,,2002,8/17/2015 15:03,,
2085806,HH314153,4/17/2002 20:50,047XX S ARCHER AV,041A,BATTERY,FALSE,FALSE,821,8,,,04B,,,2002,8/17/2015 15:03,,
