ID,Case Number,Date,Block,IUCR,Primary Type,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude
1744168,G553545,9/15/2001 2:00,013XX W POLK ST,460,BATTERY,FALSE,FALSE,1213,12,,,08B,,,2001,8/17/2015 15:03,,
1833988,G666677,11/2/2001 18:30,002XX W CONGRESS PW,810,THEFT,FALSE,FALSE,131,1,,,6,,,2001,8/17/2015 15:03,,
1896258,G749215,12/15/2001 2:00,011XX N STATE ST,460,BATTERY,FALSE,FALSE,1824,18,,,08B,,,2001,8/17/2015 15:03,,
2370646,HH676216,9/26/2002 13:30,034XX W 79TH ST,460,BATTERY,FALSE,FALSE,835,8,18,70,08B,,,2002,8/17/2015 15:03,,
2378227,HH686534,10/1/2002 19:00,022XX W NORTH AVE,910,MOTOR VEHICLE THEFT,FALSE,FALSE,1424,14,1,24,7,,,2002,8/17/2015 15:03,,
2439013,HH761070,11/5/2002 16:40,063XX S ROCKWELL ST,031A,ROBBERY,TRUE,FALSE,825,8,15,66,3,,,2002,8/17/2015 15:03,,
4227855,HL534770,8/7/2005 7:15,019XX N CENTRAL AV OVERPASS,810,THEFT,FALSE,FALSE,2515,25,29,25,6,,,2005,8/17/2015 15:03,,
5253983,HM665450,10/17/2006 13:05,052XX W HURON ST,2017,NARCOTICS,TRUE,FALSE,1524,15,28,25,18,,,2006,8/17/2015 15:03,,
5145265,HM742840,10/1/2005 9:00,035XX W CERMAK RD,810,THEFT,TRUE,FALSE,1024,10,22,30,6,,,2005,8/17/2015 15:03,,
5741943,HN549294,8/25/2007 9:22,074XX N ROGERS AVE,560,ASSAULT,FALSE,FALSE,2422,24,49,1,08A,,,2007,8/17/2015 15:03,,
6100076,HP196422,2/26/2008 0:00,075XX N OAKLEY AVE,910,MOTOR VEHICLE THEFT,FALSE,FALSE,2411,24,49,2,7,,,2008,8/17/2015 15:03,,
6329138,HP422605,6/28/2008 23:00,048XX N BROADWAY,810,THEFT,FALSE,FALSE,2033,20,48,3,6,,,2008,8/17/2015 15:03,,
6400477,HP485201,7/31/2008 4:30,078XX S UNION AVE,041A,BATTERY,FALSE,FALSE,621,6,17,71,04B,,,2008,8/17/2015 15:03,,
6421103,HP505515,8/8/2008 23:00,065XX N NASHVILLE AVE,1320,CRIMINAL DAMAGE,FALSE,FALSE,1611,16,41,10,14,,,2008,8/17/2015 15:03,,
6534949,HP599238,9/23/2008 6:30,039XX S ROCKWELL ST,820,THEFT,FALSE,FALSE,912,9,12,58,6,,,2008,8/17/2015 15:03,,
6760140,HM197365,2/23/2006 19:06,010XX W 105TH ST,2027,NARCOTICS,TRUE,FALSE,2232,22,34,73,18,,,2006,8/17/2015 15:03,,
7153921,HR562323,9/29/2009 12:00,013XX N CLARK ST,810,THEFT,FALSE,FALSE,1824,18,42,8,6,,,2009,8/17/2015 15:03,,
7265169,HR679482,12/8/2009 10:45,039XX S WELLS ST,2027,NARCOTICS,TRUE,FALSE,925,9,3,37,18,,,2009,8/17/2015 15:03,,
7171329,HR581713,10/10/2009 21:50,024XX W NORTH SHORE AVE,810,THEFT,FALSE,FALSE,2412,24,50,2,6,,,2009,8/17/2015 15:03,,
9702856,HX352405,7/20/2014 3:00,035XX N CLARK ST,460,BATTERY,FALSE,FALSE,1924,19,44,6,08B,,,2014,8/17/2015 15:03,,
9734606,HX384614,12/9/2013 9:00,009XX W 31ST ST,810,THEFT,FALSE,FALSE,913,9,11,60,6,,,2013,8/17/2015 15:03,,
1930689,HH109118,1/5/2002 21:24,007XX E 103 ST,820,THEFT,TRUE,FALSE,512,5,,,6,,,2002,2/4/2016 6:33,,
9906021,HX550554,12/21/2014 15:25,109XX S TROY ST,820,THEFT,FALSE,FALSE,2211,22,19,74,6,,,2014,8/17/2015 15:03,,
10491241,HZ231785,4/18/2016 22:30,104XX S CORLISS AVE,820,THEFT,FALSE,FALSE,512,5,9,50,6,,,2016,4/25/2016 15:51,,
10220109,HY177811,3/9/2015 16:34,041XX S CICERO AVE,2022,NARCOTICS,TRUE,FALSE,814,8,14,56,18,,,2015,4/26/2016 15:54,,
10493993,HZ234588,4/21/2016 0:01,056XX S NAGLE AVE,810,THEFT,FALSE,FALSE,811,8,23,56,6,,,2016,4/28/2016 15:51,,
10495942,HZ236193,4/22/2016 9:00,056XX S PRAIRIE AVE,820,THEFT,FALSE,FALSE,231,2,20,40,6,,,2016,4/29/2016 15:47,,
10502795,HZ243545,1/26/2016 15:00,045XX S LAMON AVE,560,ASSAULT,FALSE,TRUE,814,8,23,56,08A,,,2016,4/29/2016 15:47,,
10293585,HY476300,10/25/2015 18:54,033XX W CONGRESS PKWY,1821,NARCOTICS,TRUE,FALSE,1134,11,24,27,18,,,2015,6/18/2016 15:52,,
10842630,JA122203,1/19/2017 18:28,059XX S ROCKWELL ST,2022,NARCOTICS,TRUE,FALSE,824,8,16,66,18,,,2017,8/5/2017 15:50,,
10508354,HZ250184,2/2/2016 12:00,049XX N TROY ST,1150,DECEPTIVE PRACTICE,FALSE,FALSE,1713,17,33,14,11,,,2016,5/4/2016 15:48,,
10498167,HZ237098,4/22/2016 8:00,129XX S GREEN ST,810,THEFT,TRUE,FALSE,523,5,34,53,6,,,2016,5/2/2016 15:49,,
10511242,HZ252386,4/3/2016 5:00,011XX N CLARK ST,1150,DECEPTIVE PRACTICE,FALSE,FALSE,1824,18,42,8,11,,,2016,5/6/2016 15:50,,
10521264,HZ253610,4/13/2016 18:00,0000X W SCHILLER ST,1150,DECEPTIVE PRACTICE,FALSE,FALSE,1824,18,42,8,11,,,2016,5/14/2016 15:53,,
10513388,HZ254943,3/19/2016 19:00,012XX W 119TH ST,820,THEFT,FALSE,FALSE,524,5,34,53,6,,,2016,5/8/2016 15:50,,
10527895,HZ270440,4/7/2016 9:00,036XX W FLOURNOY ST,820,THEFT,FALSE,FALSE,1133,11,24,27,6,,,2016,5/19/2016 15:50,,
10514457,HZ256471,2/15/2016 10:00,079XX S WESTERN AVE,810,THEFT,FALSE,FALSE,835,8,18,70,6,,,2016,5/9/2016 15:51,,
10517872,HZ259827,4/4/2016 1:00,0000X W CHICAGO AVE,810,THEFT,FALSE,TRUE,1832,18,42,8,6,,,2016,5/12/2016 15:50,,
10515309,HZ249609,4/12/2016 16:00,011XX E 95TH ST,051A,ASSAULT,FALSE,FALSE,413,4,8,47,04A,,,2016,5/10/2016 15:56,,
10518623,HZ259805,4/16/2016 17:00,0000X W VAN BUREN ST,870,THEFT,FALSE,FALSE,113,1,2,32,6,,,2016,5/12/2016 15:50,,
10515812,HZ257882,3/3/2016 14:00,005XX S DEARBORN ST,890,THEFT,FALSE,FALSE,123,1,2,32,6,,,2016,5/12/2016 15:48,,
10316043,HY490507,11/5/2015 15:35,0000X E 28TH ST,2017,NARCOTICS,TRUE,FALSE,133,1,2,35,18,,,2015,6/25/2016 15:50,,
10317049,HY489691,11/4/2015 23:33,078XX S PAULINA ST,1812,NARCOTICS,TRUE,FALSE,611,6,17,71,18,,,2015,6/25/2016 15:50,,
10476319,HZ215341,4/6/2016 11:15,050XX S COTTAGE GROVE AVE,860,THEFT,FALSE,FALSE,223,2,4,38,6,,,2016,4/13/2016 15:57,,
10578401,HZ326964,5/1/2016 0:01,050XX S WINCHESTER AVE,2820,OTHER OFFENSE,FALSE,FALSE,931,9,16,61,26,,,2016,6/29/2016 15:52,,
10578579,HZ327429,5/28/2016 13:00,011XX W 77TH ST,2826,OTHER OFFENSE,FALSE,TRUE,612,6,17,71,26,,,2016,6/29/2016 15:52,,
10578647,HZ326558,6/22/2016 16:00,011XX S CANAL ST,890,THEFT,FALSE,FALSE,124,1,2,28,6,,,2016,6/29/2016 15:52,,
10430597,HZ168249,2/28/2016 14:00,023XX W LOGAN BLVD,460,BATTERY,FALSE,FALSE,1432,14,1,22,08B,,,2016,3/6/2016 15:45,,
10579085,HZ327965,5/15/2016 20:00,013XX W 77TH ST,2820,OTHER OFFENSE,FALSE,FALSE,612,6,17,71,26,,,2016,6/29/2016 15:52,,
10579247,HZ328071,9/1/2014 12:01,064XX S ARTESIAN AVE,1564,SEX OFFENSE,FALSE,FALSE,825,8,15,66,17,,,2014,6/29/2016 15:52,,
10527374,HZ269496,4/19/2016 13:30,074XX W TALCOTT AVE,460,BATTERY,FALSE,FALSE,1612,16,41,10,08B,,,2016,5/19/2016 15:50,,
10483024,HZ221617,4/11/2016 8:00,0000X E 120TH ST,1320,CRIMINAL DAMAGE,FALSE,FALSE,532,5,9,53,14,,,2016,4/18/2016 15:53,,
10527495,HZ270240,3/17/2016 19:00,014XX W 71ST PL,820,THEFT,FALSE,FALSE,734,7,17,67,6,,,2016,5/19/2016 15:50,,
10393269,HZ129899,6/14/2014 16:00,055XX S RACINE AVE,265,CRIM SEXUAL ASSAULT,TRUE,FALSE,713,7,16,67,2,,,2014,5/19/2016 15:48,,
10579715,HZ328636,1/1/2012 0:00,007XX E 105TH PL,1562,SEX OFFENSE,FALSE,FALSE,512,5,9,50,17,,,2012,6/30/2016 15:51,,
10579850,HZ328373,1/3/2016 9:00,001XX W WASHINGTON ST,1153,DECEPTIVE PRACTICE,FALSE,FALSE,122,1,42,32,11,,,2016,6/30/2016 15:51,,
10528304,HZ270910,4/5/2016 9:00,048XX N WESTERN AVE,1110,DECEPTIVE PRACTICE,FALSE,FALSE,2031,20,47,4,11,,,2016,5/20/2016 15:54,,
10514490,HZ256519,4/2/2016 7:00,015XX W HOLLYWOOD AVE,820,THEFT,FALSE,FALSE,2012,20,40,77,6,,,2016,5/21/2016 15:53,,
10530673,HZ273789,4/20/2016 12:00,023XX S STATE ST,820,THEFT,FALSE,FALSE,131,1,3,33,6,,,2016,5/22/2016 15:54,,
10484129,HZ222600,4/12/2016 3:30,033XX S HOYNE AVE,486,BATTERY,TRUE,TRUE,912,9,12,59,08B,,,2016,5/22/2016 15:51,,
10580913,HZ329901,10/23/2015 13:13,020XX W GRAND AVE,1122,DECEPTIVE PRACTICE,FALSE,FALSE,1221,12,26,24,10,,,2015,7/1/2016 15:50,,
10265609,HY430054,9/19/2015 18:01,004XX S SPRINGFIELD AVE,2014,NARCOTICS,TRUE,FALSE,1132,11,24,26,18,,,2015,5/28/2016 15:49,,
10022098,HY211143,4/4/2015 11:00,078XX S HAMILTON AVE,820,THEFT,FALSE,FALSE,611,6,18,71,6,,,2015,8/17/2015 15:03,,
10266935,HY331013,7/6/2015 15:30,057XX S CICERO AVE,2091,NARCOTICS,TRUE,FALSE,813,8,23,56,18,,,2015,5/28/2016 15:49,,
10581635,HZ329854,3/21/2016 13:00,058XX S LAFAYETTE AVE,810,THEFT,FALSE,FALSE,232,2,20,40,6,,,2016,7/1/2016 15:50,,
10314409,HY485289,11/1/2015 18:29,017XX W 47TH ST,2012,NARCOTICS,TRUE,FALSE,931,9,20,61,18,,,2015,7/2/2016 15:49,,
10314562,HY391879,8/21/2015 14:00,035XX N LOWELL AVE,2024,NARCOTICS,TRUE,FALSE,1731,17,30,16,18,,,2015,7/2/2016 15:49,,
10534292,HZ277893,2/27/2016 23:00,032XX W 83RD PL,1320,CRIMINAL DAMAGE,FALSE,TRUE,834,8,18,70,14,,,2016,5/25/2016 15:59,,
10529847,HZ271802,5/19/2016 11:05,056XX W BELMONT AVE,820,THEFT,FALSE,FALSE,1633,16,38,15,6,,,2016,5/26/2016 15:51,,
10318636,HY473516,10/23/2015 13:55,001XX E 68TH ST,2027,NARCOTICS,TRUE,FALSE,322,3,20,69,18,,,2015,7/2/2016 15:49,,
10322348,HY488155,11/3/2015 21:12,062XX S RACINE AVE,1821,NARCOTICS,TRUE,FALSE,712,7,16,68,18,,,2015,7/2/2016 15:49,,
10265088,HY443091,9/29/2015 14:12,0000X W 47TH ST,2022,NARCOTICS,TRUE,FALSE,215,2,3,38,18,,,2015,5/28/2016 15:51,,
10262701,HY297475,6/11/2015 18:45,043XX W DIVISION ST,1812,NARCOTICS,TRUE,FALSE,2534,25,37,23,18,,,2015,6/4/2016 15:47,,
10330454,HY509172,11/20/2015 18:45,009XX W GARFIELD BLVD,2014,NARCOTICS,TRUE,FALSE,712,7,16,68,18,,,2015,7/2/2016 15:49,,
10331464,HY508167,11/19/2015 22:20,107XX S HALSTED ST,2027,NARCOTICS,TRUE,FALSE,2233,22,34,75,18,,,2015,7/2/2016 15:49,,
10338438,HY499781,11/12/2015 14:00,002XX S CANAL ST,2091,NARCOTICS,TRUE,FALSE,121,1,2,28,18,,,2015,7/2/2016 15:49,,
10540525,HZ285845,5/1/2016 11:00,009XX E 86TH ST,620,BURGLARY,FALSE,FALSE,632,6,8,44,5,,,2016,5/31/2016 15:53,,
10541537,HZ287014,4/11/2016 12:00,065XX S CLAREMONT AVE,1120,DECEPTIVE PRACTICE,FALSE,FALSE,832,8,15,66,10,,,2016,5/31/2016 15:53,,
10339441,HY521495,12/1/2015 21:01,051XX S HOMAN AVE,2022,NARCOTICS,TRUE,FALSE,822,8,14,63,18,,,2015,7/2/2016 15:49,,
10543688,HZ289072,3/1/2016 9:00,037XX W PIPPIN ST,1110,DECEPTIVE PRACTICE,FALSE,FALSE,833,8,18,70,11,,,2016,6/2/2016 15:54,,
10211567,HY357491,7/27/2015 9:00,100XX W OHARE ST,2093,NARCOTICS,TRUE,FALSE,1651,16,41,76,18,,,2015,6/4/2016 15:47,,
10249136,HY296399,6/11/2015 6:00,033XX W MARQUETTE RD,2093,NARCOTICS,TRUE,FALSE,831,8,15,66,18,,,2015,6/4/2016 15:47,,
10547363,HZ293243,3/1/2016 10:00,042XX S SACRAMENTO AVE,2826,OTHER OFFENSE,FALSE,FALSE,921,9,14,58,26,,,2016,6/5/2016 15:51,,
10350022,HY533081,12/11/2015 11:35,054XX S SEELEY AVE,1811,NARCOTICS,TRUE,FALSE,932,9,16,61,18,,,2015,7/9/2016 15:47,,
10361004,HY540033,12/16/2015 20:40,008XX N MASSASOIT AVE,2024,NARCOTICS,TRUE,FALSE,1511,15,29,25,18,,,2015,7/9/2016 15:47,,
10552861,HZ283760,5/28/2016 17:50,075XX S CALUMET AVE,486,BATTERY,FALSE,TRUE,623,6,6,69,08B,,,2016,6/9/2016 15:53,,
10549606,HZ295792,6/3/2016 17:20,001XX N CLINTON St,890,THEFT,FALSE,FALSE,121,1,42,28,6,,,2016,6/10/2016 15:52,,
10554221,HZ299681,5/8/2016 15:35,023XX W AUGUSTA BLVD,1154,DECEPTIVE PRACTICE,FALSE,FALSE,1212,12,32,24,11,,,2016,6/10/2016 15:52,,
10558963,HZ305673,5/12/2016 13:00,002XX W 66TH ST,910,MOTOR VEHICLE THEFT,FALSE,FALSE,722,7,20,68,7,,,2016,6/14/2016 15:51,,
10559492,HZ306588,4/12/2016 9:00,013XX W 105TH ST,810,THEFT,FALSE,FALSE,2232,22,21,73,6,,,2016,6/14/2016 15:51,,
10560704,HZ305922,5/28/2016 9:00,016XX E 88TH ST,810,THEFT,FALSE,FALSE,412,4,8,48,6,,,2016,6/15/2016 15:55,,
10066560,HX514913,11/21/2014 10:26,061XX S EVANS AVE,2027,NARCOTICS,TRUE,FALSE,313,3,20,42,18,,,2014,1/16/2016 15:58,,
10572460,HZ320362,3/31/2016 20:00,006XX W WAVELAND AVE,560,ASSAULT,FALSE,FALSE,1925,19,46,6,08A,,,2016,6/24/2016 15:51,,
10572478,HZ320271,4/1/2016 1:00,061XX S DORCHESTER AVE,810,THEFT,FALSE,FALSE,314,3,20,42,6,,,2016,6/24/2016 15:51,,
10317043,HY497812,11/11/2015 13:47,062XX S ARTESIAN AVE,2027,NARCOTICS,TRUE,FALSE,825,8,15,66,18,,,2015,6/25/2016 15:51,,
10577345,HZ317400,5/24/2016 22:00,003XX N HALSTED ST,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1214,12,27,28,11,,,2016,6/28/2016 15:51,,
10568438,HZ316534,6/20/2016 22:18,024XX E 71ST ST,031A,ROBBERY,FALSE,FALSE,334,3,7,43,3,,,2016,6/27/2016 15:51,,
10087152,HY276141,11/1/2010 14:00,054XX W ADDISON ST,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1633,16,38,15,11,,,2010,8/17/2015 15:03,,
10582514,HZ330845,6/29/2016 22:00,015XX N TALMAN AVE,1320,CRIMINAL DAMAGE,FALSE,FALSE,1423,14,26,24,14,,,2016,7/6/2016 15:58,,
10585693,HZ332199,7/2/2016 2:30,006XX E 75TH ST,320,ROBBERY,FALSE,FALSE,624,6,6,69,3,,,2016,7/9/2016 15:49,,
10593516,HZ344662,4/27/2016 13:00,013XX N KOSTNER AVE,910,MOTOR VEHICLE THEFT,FALSE,FALSE,2533,25,37,23,7,,,2016,7/12/2016 15:53,,
10591898,HZ335297,7/4/2016 17:10,0000X E LAKE ST,870,THEFT,FALSE,FALSE,111,1,42,32,6,,,2016,7/11/2016 15:56,,
9887494,HX532355,12/6/2014 5:30,071XX N WESTERN AVE,810,THEFT,TRUE,TRUE,2411,24,50,2,6,,,2014,7/11/2016 15:54,,
10593452,HZ344649,6/10/2016 23:00,076XX N SHERIDAN RD,810,THEFT,TRUE,FALSE,2422,24,49,1,6,,,2016,7/25/2016 15:53,,
10318014,HY489235,11/4/2015 14:10,012XX W FOSTER AVE,2031,NARCOTICS,TRUE,FALSE,2033,20,46,3,18,,,2015,7/16/2016 15:45,,
10587389,HZ328145,5/22/2016 21:00,005XX W OHARE ST,910,MOTOR VEHICLE THEFT,FALSE,FALSE,1654,16,41,76,7,,,2016,7/13/2016 15:50,,
10599334,HZ349655,7/9/2016 22:00,002XX E CHESTNUT ST,1360,CRIMINAL TRESPASS,FALSE,FALSE,1833,18,42,8,26,,,2016,7/16/2016 15:47,,
10596435,HZ347763,2/5/2016 12:00,110XX S SANGAMON ST,1153,DECEPTIVE PRACTICE,FALSE,FALSE,2234,22,34,75,11,,,2016,7/14/2016 15:51,,
10596491,HZ346940,6/16/2016 13:00,057XX N CHRISTIANA AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1711,17,39,13,11,,,2016,7/14/2016 15:51,,
10606770,HZ358588,6/5/2016 9:00,027XX W DEVON AVE,810,THEFT,FALSE,FALSE,2412,24,50,2,6,,,2016,7/22/2016 15:49,,
10618245,HZ371437,5/1/2016 18:00,068XX S MARSHFIELD AVE,1310,CRIMINAL DAMAGE,FALSE,FALSE,725,7,17,67,14,,,2016,7/31/2016 15:48,,
10596494,HZ346973,4/14/2016 3:55,012XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,FALSE,FALSE,131,1,2,33,14,,,2016,7/14/2016 15:51,,
10596495,HZ346978,6/29/2016 16:55,074XX W ADDISON ST,1310,CRIMINAL DAMAGE,FALSE,FALSE,1631,16,36,17,14,,,2016,7/14/2016 15:51,,
10596502,HZ347426,6/15/2016 11:35,028XX E 83RD ST,810,THEFT,FALSE,FALSE,423,4,7,46,6,,,2016,7/14/2016 15:51,,
10842633,JA122240,1/19/2017 15:18,006XX N ST LOUIS AVE,2024,NARCOTICS,TRUE,FALSE,1121,11,27,23,18,,,2017,8/5/2017 15:50,,
10598774,HZ349944,5/13/2016 12:00,043XX N CLARENDON AVE,1150,DECEPTIVE PRACTICE,FALSE,FALSE,1915,19,46,3,11,,,2016,7/16/2016 15:47,,
10596553,HZ347700,6/17/2016 6:31,051XX S CORNELL AVE,2826,OTHER OFFENSE,FALSE,FALSE,234,2,4,41,26,,,2016,7/14/2016 15:51,,
10652358,HZ402425,4/20/2012 9:00,022XX E 70TH ST,1110,DECEPTIVE PRACTICE,FALSE,FALSE,331,3,5,43,11,,,2012,8/23/2016 15:51,,
10595068,HZ346564,2/22/2016 13:45,079XX S ASHLAND AVE,1122,DECEPTIVE PRACTICE,TRUE,FALSE,612,6,21,71,10,,,2016,9/15/2016 15:48,,
10595076,HZ346568,4/12/2016 16:10,079XX S ASHLAND AVE,1122,DECEPTIVE PRACTICE,TRUE,FALSE,612,6,21,71,10,,,2016,10/22/2016 15:47,,
10595065,HZ346571,5/21/2016 12:40,079XX S ASHLAND AVE,1122,DECEPTIVE PRACTICE,TRUE,FALSE,612,6,21,71,10,,,2016,11/2/2016 15:47,,
10652425,HZ402512,7/4/2016 19:00,052XX S JUSTINE ST,890,THEFT,FALSE,FALSE,934,9,16,61,6,,,2016,8/23/2016 15:51,,
10666780,HZ393311,8/15/2016 16:10,002XX N KOSTNER AVE,143A,WEAPONS VIOLATION,FALSE,FALSE,1114,11,28,26,15,,,2016,1/11/2017 15:52,,
10666868,HZ399227,8/19/2016 20:14,044XX W FULTON ST,820,THEFT,FALSE,FALSE,1113,11,28,26,6,,,2016,1/11/2017 15:52,,
10642897,HZ387415,8/11/2016 9:56,070XX S LOWE AVE,2024,NARCOTICS,TRUE,FALSE,732,7,6,68,18,,,2016,1/14/2017 15:47,,
10663766,HZ330264,6/30/2016 16:24,001XX N LOCKWOOD AVE,2026,NARCOTICS,TRUE,FALSE,1523,15,28,25,18,,,2016,1/21/2017 15:46,,
10599478,HZ350771,2/25/2016 12:00,064XX S KEDVALE AVE,5004,SEX OFFENSE,FALSE,FALSE,813,8,13,65,17,,,2016,7/16/2016 15:47,,
10596221,HZ347455,6/2/2016 13:37,081XX S COTTAGE GROVE AVE,1130,DECEPTIVE PRACTICE,FALSE,FALSE,631,6,6,44,11,,,2016,7/14/2016 15:51,,
10596256,HZ346111,5/1/2016 1:00,021XX S STATE ST,810,THEFT,FALSE,FALSE,131,1,3,33,6,,,2016,7/14/2016 15:51,,
10590413,HZ340694,7/7/2016 15:00,001XX N JEFFERSON ST,890,THEFT,FALSE,FALSE,121,1,42,28,6,,,2016,7/14/2016 15:51,,
10593124,HZ340755,7/7/2016 14:50,101XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,FALSE,FALSE,511,5,8,50,14,,,2016,7/14/2016 15:51,,
10599114,HZ349883,6/1/2016 8:00,029XX N KENNETH AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,2523,25,31,20,11,,,2016,7/20/2016 15:49,,
10342547,HY506163,11/18/2015 12:20,011XX N WASHTENAW AVE,2014,NARCOTICS,TRUE,FALSE,1211,12,1,24,18,,,2015,7/16/2016 15:45,,
10666872,HZ397710,8/18/2016 16:28,012XX N HAMLIN AVE,2024,NARCOTICS,TRUE,FALSE,2535,25,27,23,18,,,2016,1/14/2017 15:47,,
10842652,JA122480,1/20/2017 0:52,025XX E 106TH ST,2024,NARCOTICS,TRUE,FALSE,434,4,10,51,18,,,2017,8/5/2017 15:50,,
10885990,JA185288,3/13/2017 8:00,033XX W FILLMORE ST,1812,NARCOTICS,TRUE,FALSE,1134,11,24,29,18,,,2017,8/5/2017 15:50,,
10342577,HY498912,11/12/2015 13:06,056XX S LAFLIN ST,2027,NARCOTICS,TRUE,FALSE,713,7,16,67,18,,,2015,7/16/2016 15:45,,
10342589,HY500471,11/13/2015 17:53,007XX N CHRISTIANA AVE,2014,NARCOTICS,TRUE,FALSE,1121,11,27,23,18,,,2015,7/16/2016 15:45,,
10342595,HY510388,11/21/2015 18:00,005XX N ST CLAIR ST,2014,NARCOTICS,TRUE,FALSE,1834,18,42,8,18,,,2015,7/16/2016 15:45,,
10342608,HY489206,11/4/2015 16:19,057XX S MAY ST,1811,NARCOTICS,TRUE,FALSE,712,7,16,68,18,,,2015,7/16/2016 15:45,,
10362049,HY533162,12/9/2015 9:30,042XX W HADDON AVE,2022,NARCOTICS,TRUE,FALSE,1111,11,37,23,18,,,2015,7/16/2016 15:47,,
10362055,HY514482,10/20/2015 17:00,100XX W OHARE ST,2091,NARCOTICS,TRUE,FALSE,1651,16,41,76,18,,,2015,7/16/2016 15:47,,
10362058,HY514484,10/21/2015 17:00,100XX W OHARE ST,2091,NARCOTICS,TRUE,FALSE,1651,16,41,76,18,,,2015,7/16/2016 15:47,,
10594194,HZ341892,7/8/2016 19:30,055XX W THOMAS ST,610,BURGLARY,FALSE,FALSE,1524,15,37,25,5,,,2016,7/15/2016 15:49,,
10594402,HZ340970,7/8/2016 14:30,001XX N STATE ST,820,THEFT,FALSE,FALSE,111,1,42,32,6,,,2016,7/16/2016 15:45,,
10370782,HY555862,12/31/2015 6:00,033XX W FILLMORE ST,2093,NARCOTICS,TRUE,FALSE,1134,11,24,29,18,,,2015,7/19/2016 16:00,,
10601106,HZ352853,5/25/2016 9:00,012XX W MELROSE ST,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1924,19,44,6,11,,,2016,7/18/2016 15:55,,
10656560,HZ406365,6/24/2016 9:00,064XX S BISHOP ST,5002,OTHER OFFENSE,FALSE,FALSE,725,7,17,67,26,,,2016,8/25/2016 15:50,,
10376276,HY321010,6/29/2015 15:27,039XX W LEXINGTON ST,2050,NARCOTICS,TRUE,FALSE,1132,11,24,26,18,,,2015,7/19/2016 16:00,,
10604070,HZ356057,6/19/2016 19:10,133XX S BALTIMORE AVE,2820,OTHER OFFENSE,FALSE,FALSE,433,4,10,55,26,,,2016,7/20/2016 15:52,,
10604095,HZ355736,6/19/2016 13:00,037XX W 85TH PL,820,THEFT,FALSE,FALSE,834,8,18,70,6,,,2016,7/20/2016 15:52,,
10601213,HZ353153,5/17/2016 7:39,016XX W 92ND PL,2820,OTHER OFFENSE,FALSE,FALSE,2221,22,21,73,26,,,2016,7/18/2016 15:55,,
10593794,HZ343464,7/10/2016 14:10,032XX W WABANSIA AVE,486,BATTERY,FALSE,FALSE,1421,14,26,23,08B,,,2016,7/17/2016 15:49,,
10595751,HZ343336,7/10/2016 12:15,047XX N BEACON ST,460,BATTERY,FALSE,FALSE,1913,19,46,3,08B,,,2016,7/17/2016 15:49,,
10468296,HZ207229,1/1/2014 8:00,021XX N LATROBE AVE,1562,SEX OFFENSE,FALSE,FALSE,2515,25,37,19,17,,,2014,7/18/2016 15:55,,
10604248,HZ340079,7/5/2016 12:00,014XX S CANAL ST,1154,DECEPTIVE PRACTICE,FALSE,FALSE,124,1,2,28,11,,,2016,7/20/2016 15:52,,
10434973,HZ164948,2/25/2016 16:26,039XX W GLADYS AVE,2024,NARCOTICS,TRUE,FALSE,1132,11,24,26,18,,,2016,8/27/2016 15:50,,
7818024,HS628367,9/28/2010 0:01,054XX N SHERIDAN RD,281,CRIM SEXUAL ASSAULT,TRUE,FALSE,2023,20,48,77,2,,,2010,9/13/2016 15:53,,
10447767,HZ135904,1/31/2016 18:51,069XX N SHERIDAN RD,2017,NARCOTICS,TRUE,FALSE,2431,24,49,1,18,,,2016,9/3/2016 15:48,,
10886000,JA185322,3/13/2017 8:00,033XX W FILLMORE ST,2024,NARCOTICS,TRUE,FALSE,1134,11,24,29,18,,,2017,8/5/2017 15:50,,
10605678,HZ357649,7/21/2015 22:05,045XX S INDIANA AVE,1320,CRIMINAL DAMAGE,FALSE,FALSE,215,2,3,38,14,,,2015,7/21/2016 15:55,,
10456028,HZ183543,3/11/2016 14:44,0000X E 102ND PL,2024,NARCOTICS,TRUE,FALSE,511,5,9,49,18,,,2016,9/3/2016 15:48,,
10599192,HZ350510,12/28/2015 3:38,034XX W CHICAGO AVE,266,CRIM SEXUAL ASSAULT,TRUE,TRUE,1121,11,27,23,2,,,2015,1/18/2017 15:48,,
10887326,JA187647,3/15/2017 8:00,033XX W FILLMORE ST,1812,NARCOTICS,TRUE,FALSE,1134,11,24,29,18,,,2017,8/5/2017 15:50,,
10361057,HY532887,12/11/2015 6:00,033XX W FILLMORE ST,1812,NARCOTICS,TRUE,FALSE,1134,11,24,29,18,,,2015,7/19/2016 16:00,,
10887327,JA176732,3/6/2017 8:00,033XX W FILLMORE ST,2093,NARCOTICS,TRUE,FALSE,1134,11,24,29,18,,,2017,8/5/2017 15:50,,
